post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine.jpg,id_import,codice_opera,post_status
catalogo,18053,1959-1960 17,Senza titolo / (Untitled),1959-1960,brass and glazed ceramic,34 x 15 x 13 cm,Sculptures,,,,1959-1960_17.jpg,8053,8053,publish
catalogo,18059,T 51 015,Senza titolo / (Untitled),circa 1951,pastel and watercolor on paper ,330 x 490 mm,works on paper/canvas,mixed media,,,T_51_015.jpg,8059,8059,publish
catalogo,18106,1959 19B,Senza titolo / (Untitled),circa 1959,glazed polychrome ceramic,90 x 90 x 14 cm,bas reliefs,ceramic,,,1959_19B.jpg,8106,8106,publish
catalogo,18126,1954 17,Kore ,circa 1954,glazed polychrome ceramic,100 x 18 x 26 cm,Sculptures,,,,1954_17.jpg,8126,8126,publish
catalogo,18183,1959-1960 18 ,Senza titolo (Catenelle) / Untitled (Little Chains),1959-1960,brass and glazed ceramic,h. 36 cm,Sculptures,,,,1959-1960_18_.jpg,8183,8183,publish
catalogo,18230,C 16a,Figura / (Figure),circa 1950,glazed ceramic,45 x 20 cm,ceramics,others,,,C_16a.jpg,8230,8230,publish
catalogo,18231,C 16b,Figura / (Figure),circa 1950,glazed ceramic,"44,5 x 14 cm",ceramics,others,,,C_16b.jpg,8231,8231,publish
catalogo,18235,1959 14,Il carro dei rabdomanti / (The Cart of Water Diviners),circa 1959,brass,"33 x 23,5 x 12 cm",Sculptures,,,,1959_14.jpg,8235,8235,publish
catalogo,18279,ONU 065,Bambini / (Children),circa 1955,glazed polychrome ceramic,15 x 9 x 9 cm,ceramics,Onu,,,ONU_065.jpg,8279,8279,publish
catalogo,18344,CT 371,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,6 x Ø 14 cm,ceramics,bowls,,,CT_371.jpg,8344,8344,publish
catalogo,18353,CT 379 ,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6,5 x Ø 13 cm",ceramics,bowls,,,CT_379_.jpg,8353,8353,publish
catalogo,18355,CT 381,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 14,5 cm",ceramics,bowls,,,CT_381.jpg,8355,8355,publish
catalogo,18358,CT 384,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 13,5 cm",ceramics,bowls,,,CT_384.jpg,8358,8358,publish
catalogo,18359,CT 385,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,6 x Ø 14 cm,ceramics,bowls,,,CT_385.jpg,8359,8359,publish
catalogo,18371,CT 395,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 14,5 cm",ceramics,bowls,,,CT_395.jpg,8371,8371,publish
catalogo,18377,CT 401,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6,5 x Ø 15 cm",ceramics,bowls,,,CT_401.jpg,8377,8377,publish
catalogo,18380,CT 404,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6,3 x Ø 14 cm",ceramics,bowls,,,CT_404.jpg,8380,8380,publish
catalogo,18428,KF 024,Servizio da caffè / (Coffee Set),circa 1955,glazed polychrome ceramic,"cups: from 6,9 to Ø 7,4 cm and from 3 to Ø 3,5 cm; saucers: Ø 11,5 cm ",ceramics,coffee and tea set,,,KF_024.jpg,8428,8428,publish
catalogo,18429,CT 437,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 13,5 cm",ceramics,bowls,,,CT_437.jpg,8429,8429,publish
catalogo,18430,CT 438,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 13,5 cm",ceramics,bowls,,,CT_438.jpg,8430,8430,publish
catalogo,18431,CT 439,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,6 x Ø 14 cm,ceramics,bowls,,,CT_439.jpg,8431,8431,publish
catalogo,18432,CT 440,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 13,5 cm",ceramics,bowls,,,CT_440.jpg,8432,8432,publish
catalogo,18452,1955 20,Senza titolo / (Untitled),circa 1955,glazed polychrome ceramic,63 x 15 x 16 cm,Sculptures,,,,1955_20.jpg,8452,8452,publish
catalogo,18487,VA 439/439-1,Vaso / (Vase),circa 1952,glazed polychrome ceramic,"45,5 x 33 cm",ceramics,vases,umbrella stand vase ,,VA_439/439-1.jpg,8487,8487,publish
catalogo,18494,1959-1960 19,Toro / (Bull),1959-1960,brass,"25 x 12,5 x 7 cm",Sculptures,,,,1959-1960_19.jpg,8494,8494,publish
catalogo,18508,1951-1952 13 /13.1/13.2/13.3,Kore,1951-1952,glazed polychrome ceramic,42 x 15 x 15 cm,Sculptures,,,,1951-1952_13_/13.1/13.2/13.3.jpg,8508,8508,publish
catalogo,18511,CT 462,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"h. 6,5 cm",ceramics,bowls,,,CT_462.jpg,8511,8511,publish
catalogo,18512,CT 463,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"h. 6,5 cm",ceramics,bowls,,,CT_463.jpg,8512,8512,publish
catalogo,18523,VA 447,Vaso / (Vase),circa 1952,glazed polychrome ceramic,"36,5 x 14,6 cm",ceramics,vases,three egg vase with small and big cone,,VA_447.jpg,8523,8523,publish
catalogo,18532,VA 453,Vaso campanile / (Campanile Vase) ,circa 1955,glazed polychrome ceramic,"63 x 14 x 13,5 cm",ceramics,vases,campanile vase (simple),,VA_453.jpg,8532,8532,publish
catalogo,18535,BE 157,Cavallino / (Little Horse),circa 1952,glazed ceramic,"18,5 x 13 x 5 cm",ceramics,animals,,,BE_157.jpg,8535,8535,publish
catalogo,18536,KF 025,Servizio da caffè / (Coffee Set),circa 1955,glazed polychrome ceramic,"cups: h. 8,5 cm circa; saucers: Ø 12 cm circa ",ceramics,coffee and tea set,,,KF_025.jpg,8536,8536,publish
catalogo,18556,CT 470,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6,5 x Ø 13 cm",ceramics,bowls,,,CT_470.jpg,8556,8556,publish
catalogo,18557,CT 471,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"6 x Ø 14,5 cm",ceramics,bowls,,,CT_471.jpg,8557,8557,publish
catalogo,18572,Ocm 7,Campanello / (Bell),circa 1955,glazed polychrome ceramic and brass,"h. 8,5 x Ø 5,5 cm",ceramics,others,,,Ocm_7.jpg,8572,8572,publish
catalogo,18580,KF 026,Tazzina da caffè / (Coffee Cup),circa 1956,glazed polychrome ceramic,"saucer: 2,3 x Ø 11 cm; cup: 6,6 x Ø 3,7 cm",ceramics,coffee and tea set,,,KF_026.jpg,8580,8580,publish
catalogo,18581,KF 027,Tazzina da caffè / (Coffee Cup),1956,glazed polychrome ceramic,"saucer: 2 x Ø 12 cm; cup: 6,5 x Ø 3,7 cm",ceramics,coffee and tea set,,,KF_027.jpg,8581,8581,publish
catalogo,18582,KF 028,Tazzina da caffè / (Coffee Cup),1956,glazed polychrome ceramic,"saucer: 2 x Ø 11,5 cm; cup: 6,2 x Ø 4 cm",ceramics,coffee and tea set,,,KF_028.jpg,8582,8582,publish
catalogo,18583,KF 029,Tazzina da caffè / (Coffee Cup),1956,glazed polychrome ceramic,"saucer: 2 x Ø 11,5 cm; cup: 6,7 x Ø 3,8 cm",ceramics,coffee and tea set,,,KF_029.jpg,8583,8583,publish
catalogo,18584,LA 101,Lampada / (Lamp),1955,glazed polychrome ceramic,"25,5 x Ø 12 cm",ceramics,lamps,,,LA_101.jpg,8584,8584,publish
catalogo,18585,VA 458,Vaso / (Vase),circa 1956,glazed polychrome ceramic,"18,7 x 19 cm",ceramics,vases,cone vase,,VA_458.jpg,8585,8585,publish
catalogo,18588,LA 102,Lampada / (Lamp),1955,glazed polychrome ceramic,h. 26 x Ø 12 cm,ceramics,lamps,,,LA_102.jpg,8588,8588,publish
catalogo,18590,CT 490,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"h. 6 x  x Ø 13,5 cm",ceramics,bowls,,,CT_490.jpg,8590,8590,publish
catalogo,18591,CT 491,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,6 x 13 x 15 cm,ceramics,bowls,,,CT_491.jpg,8591,8591,publish
catalogo,18592,CT 492,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"7 x 12 x 14,5 cm",ceramics,bowls,,,CT_492.jpg,8592,8592,publish
catalogo,18593,VA 460,Vaso / (Vase),circa 1956,glazed polychrome ceramic,"h. 54,5 x Ø 17,5 cm",ceramics,vases,cone vase,,VA_460.jpg,8593,8593,publish
catalogo,18610,CT 496,Coppetta / (Bowl),circa 1955,glazed polychrome ceramic,"h. 6 x Ø 14,2 cm",ceramics,bowls,,,CT_496.jpg,8610,8610,publish
catalogo,18682,1957 4,Senza titolo / (Untitled),1957,glazed polychrome ceramic,h. 42 x Ø 14 cm,sculptures,,,,1957_4.jpg,8682,8682,publish
catalogo,18719,CR 031,Cartoccio / (Cartoccio Bowl),circa 1955,glazed polychrome ceramic,15 x 14 cm,ceramics,cartoccio,,,CR_031.jpg,8719,8719,publish
catalogo,18721,T 51 001,Senza titolo / (Untitled),circa 1951,"tempera, burn marks, pastel and pencil on carboard ",500 x 695 mm,works on paper/canvas,mixed media,,,T_51_001.jpg,8721,8721,publish
catalogo,18728,BA 118,Senza titolo / (Untitled),circa 1958,glazed polychrome ceramic,"52,3 x 71,4 cm",bas reliefs,ceramic,,,BA_118.jpg,8728,8728,publish
catalogo,18729,PI 033,Senza titolo / (Untitled),circa 1958,glazed ceramic,"51 x 69,5 cm ",bas reliefs,ceramic,,,PI_033.jpg,8729,8729,publish
catalogo,18742,DIS 59 007,Senza titolo / (Untitled),circa 1959,ink on paper,430 x 340 mm,works on paper/canvas,drawings,,,DIS_59_007.jpg,8742,8742,publish
catalogo,18743,DIS 59 008,Senza titolo / (Untitled),circa 1959,ink on paper,430 x 340 mm,works on paper/canvas,drawings,,,DIS_59_008.jpg,8743,8743,publish
catalogo,18744,ONU 069,Bambini / (Children),circa 1953,glazed ceramic,"8,5 x 10 x 5 cm",ceramics,Onu,,,ONU_069.jpg,8744,8744,publish
catalogo,18747,T 55 089,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_089.jpg,8747,8747,publish
catalogo,18776,ONU 070,Bambini / (Children),circa 1953,glazed ceramic,16 x 19 cm,ceramics,onu,,,ONU_070.jpg,8776,8776,publish
catalogo,18777,T 51 017,Senza titolo / (Untitled),circa 1951,pastel and tempera on paper,335 x 360 mm,works on paper/canvas,mixed media,,,T_51_017.jpg,8777,8777,publish
catalogo,18779,T 53 027,Senza titolo / (Untitled),circa 1953,mixed media on paper,350 x 495 mm,works on paper/canvas,mixed media,,,T_53_027.jpg,8779,8779,publish
